latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
52.70725,0.19436,319.83,1.08,1.04,2023-09-09,1257,Aqua,MODIS,69,6.1NRT,300.45,10.2,D
53.01556,0.06347,314.11,1.08,1.04,2023-09-09,1257,Aqua,MODIS,57,6.1NRT,298.84,5.55,D
53.5277,-0.13669,326.73,1.07,1.03,2023-09-09,1257,Aqua,MODIS,81,6.1NRT,289.47,22.83,D
53.39829,-1.39456,316.22,1.16,1.07,2023-09-09,1257,Aqua,MODIS,65,6.1NRT,295.91,11.68,D
51.57328,-3.76928,301.32,1.34,1.15,2023-09-10,0228,Aqua,MODIS,25,6.1NRT,284.27,9.29,N
51.56386,-3.76594,300.44,1.12,1.05,2023-09-12,2121,Terra,MODIS,27,6.1NRT,286.24,7.27,N
51.57148,-3.7666,304.85,1.02,1.01,2023-09-13,0256,Aqua,MODIS,62,6.1NRT,285.8,8.67,N
51.5671,-3.76815,310.97,1.01,1.01,2023-09-13,1053,Terra,MODIS,37,6.1NRT,294.64,7.93,D
50.75525,-1.76112,310.35,1.07,1.03,2023-09-14,1308,Aqua,MODIS,50,6.1NRT,292.76,8.28,D
50.79531,-2.41199,308.1,1.11,1.05,2023-09-14,1308,Aqua,MODIS,56,6.1NRT,294.69,5.69,D
51.7993,0.84849,309.38,1,1,2023-09-14,1308,Aqua,MODIS,38,6.1NRT,295.04,5.19,D
51.57356,-3.77337,300.11,1.07,1.03,2023-09-15,0238,Aqua,MODIS,17,6.1NRT,280.37,6.51,N
52.92892,0.57641,306.29,1.09,1.04,2023-09-16,1255,Aqua,MODIS,58,6.1NRT,293.52,4.72,D
50.68393,-1.48008,302.32,1.1,1.04,2023-09-21,1306,Aqua,MODIS,46,6.1NRT,287.53,5.28,D
50.86081,-1.88018,300.68,1.12,1.05,2023-09-21,1306,Aqua,MODIS,23,6.1NRT,288.57,4.51,D
51.04591,-1.84283,308.31,1.11,1.05,2023-09-21,1306,Aqua,MODIS,67,6.1NRT,290.37,9.56,D
54.78303,-3.31118,306.45,1.07,1.03,2023-09-21,1308,Aqua,MODIS,64,6.1NRT,286.6,9.22,D
54.78027,-3.32723,339.79,1.07,1.03,2023-09-21,1308,Aqua,MODIS,92,6.1NRT,288.16,49.5,D
52.44645,1.67066,303.23,1.08,1.04,2023-09-23,1251,Aqua,MODIS,55,6.1NRT,290.9,5.33,D
52.74959,1.35437,307.76,1.08,1.04,2023-09-23,1253,Aqua,MODIS,66,6.1NRT,291.52,8.08,D
52.79301,1.394,304.26,1.08,1.04,2023-09-23,1253,Aqua,MODIS,55,6.1NRT,290.63,5.81,D
55.60063,-2.09978,301.55,1.02,1.01,2023-09-25,1049,Terra,MODIS,29,6.1NRT,288.08,4.21,D
52.75515,0.19296,301.33,1.04,1.02,2023-09-25,1051,Terra,MODIS,46,6.1NRT,285.01,4.22,D
52.28272,0.32005,305.51,1.06,1.03,2023-09-25,1051,Terra,MODIS,60,6.1NRT,289.54,6.16,D
51.97253,0.3725,301.6,1.07,1.03,2023-09-25,1051,Terra,MODIS,25,6.1NRT,288.72,3.13,D
51.35406,0.79395,308.9,1.12,1.05,2023-09-25,1051,Terra,MODIS,0,6.1NRT,295.68,6.59,D
51.57246,-3.75821,301.71,1.85,1.33,2023-09-26,1132,Terra,MODIS,0,6.1NRT,287.85,11.09,D
53.39371,-1.38703,301.52,2.07,1.4,2023-09-26,1132,Terra,MODIS,39,6.1NRT,287.67,11.77,D
51.56125,-3.76456,300.85,1.85,1.33,2023-09-26,1132,Terra,MODIS,0,6.1NRT,288.55,9.13,D
51.86753,0.0346,312.63,1.05,1.02,2023-09-26,1318,Aqua,MODIS,73,6.1NRT,294.66,9.62,D
53.63396,-0.24258,306.54,1.07,1.03,2023-09-26,1321,Aqua,MODIS,64,6.1NRT,291.21,7.35,D
51.10633,0.98994,305.38,1.58,1.24,2023-09-27,2144,Terra,MODIS,64,6.1NRT,286.03,16.84,N
51.10814,1.01219,303.96,1.58,1.24,2023-09-27,2144,Terra,MODIS,58,6.1NRT,286.16,15.25,N
56.91247,-2.80033,312.98,1.2,1.09,2023-10-03,1121,Terra,MODIS,73,6.1NRT,284.62,18.2,D
53.39959,-1.38866,301.69,1.66,1.27,2023-10-03,1121,Terra,MODIS,48,6.1NRT,285.46,12.45,D
56.91145,-2.79354,307.97,1.01,1,2023-10-03,1318,Aqua,MODIS,66,6.1NRT,282.23,11.15,D
51.55891,-3.76228,301.69,1.8,1.31,2023-10-08,1130,Terra,MODIS,0,6.1NRT,283.76,10.15,D
53.21599,-0.13097,304.4,1.09,1.04,2023-10-09,1032,Terra,MODIS,59,6.1NRT,290.83,4.96,D
53.74374,-1.23998,300.92,1.03,1.01,2023-10-12,1058,Terra,MODIS,43,6.1NRT,285.96,5.57,D
56.53275,-3.8034,301.24,1.29,1.13,2023-10-13,1342,Aqua,MODIS,45,6.1NRT,281.74,10.8,D
56.90128,-2.78896,303.06,1.42,1.18,2023-10-13,1342,Aqua,MODIS,52,6.1NRT,276.39,14.36,D
51.57141,-3.76582,306.22,1.27,1.12,2023-10-14,0313,Aqua,MODIS,67,6.1NRT,281.01,15.6,N
51.56717,-3.76986,303.11,1.19,1.09,2023-10-14,2150,Terra,MODIS,53,6.1NRT,278.73,13.06,N
52.95876,-0.09019,308.09,1.23,1.1,2023-10-29,1102,Terra,MODIS,66,6.1NRT,284.95,13.01,D
52.9526,-0.11241,315.51,1.23,1.1,2023-10-29,1102,Terra,MODIS,76,6.1NRT,284.18,20.72,D
52.94933,-0.09505,347.95,1.23,1.1,2023-10-29,1102,Terra,MODIS,95,6.1NRT,285.6,80.86,D
52.95766,-0.10552,316.26,2.12,1.42,2023-10-29,2034,Terra,MODIS,93,6.1NRT,278.55,55.94,N
52.9569,-0.09831,314.97,2.12,1.42,2023-10-29,2034,Terra,MODIS,90,6.1NRT,278.47,52.8,N
52.96147,-0.09107,305.18,1.07,1.03,2023-10-30,0249,Aqua,MODIS,63,6.1NRT,272.51,11.79,N
51.56406,-3.76998,320.02,1.14,1.06,2023-11-03,1108,Terra,MODIS,0,6.1NRT,278.18,24.2,D
51.96068,0.22054,302.09,1.11,1.05,2023-11-05,1051,Terra,MODIS,51,6.1NRT,282.08,8.42,D
51.56834,-3.76584,304.55,1,1,2023-11-05,1051,Terra,MODIS,38,6.1NRT,285.46,7.55,D
53.56006,-0.59618,303.32,1.01,1,2023-11-05,1316,Aqua,MODIS,56,6.1NRT,283.54,7.87,D
51.57883,-3.77171,300.44,1.02,1.01,2023-11-06,0247,Aqua,MODIS,27,6.1NRT,279.52,7.66,N
52.09201,-1.14648,302.27,1.05,1.02,2023-11-11,2112,Terra,MODIS,48,6.1NRT,268.45,11.12,N
51.56811,-3.76609,302.64,1.43,1.18,2023-11-15,0230,Aqua,MODIS,50,6.1NRT,280.38,15.4,N
51.57469,-3.77656,300.61,1.1,1.05,2023-11-15,1106,Terra,MODIS,30,6.1NRT,283.14,7.06,D
53.40051,-1.3825,307.41,1,1,2023-11-17,1049,Terra,MODIS,65,6.1NRT,279.88,11.23,D
