latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
57.29052,-4.77473,343.31,3.41,1.74,2023-05-30,1206,Aqua,MODIS,92,6.1NRT,294.5,274.13,D
57.30328,-4.7918,316.69,3.41,1.74,2023-05-30,1206,Aqua,MODIS,63,6.1NRT,295.67,68.58,D
57.31024,-4.72342,320.82,3.39,1.74,2023-05-30,1206,Aqua,MODIS,48,6.1NRT,292.68,86.29,D
57.30573,-4.7266,324.92,3.39,1.74,2023-05-30,1206,Aqua,MODIS,78,6.1NRT,292.85,116.52,D
57.31293,-4.78862,315.92,3.13,1.68,2023-05-30,1219,Terra,MODIS,70,6.1NRT,295.09,56.53,D
57.30033,-4.74646,343.93,3.14,1.68,2023-05-30,1219,Terra,MODIS,93,6.1NRT,295.1,248.28,D
57.32589,-4.77475,307.23,3.13,1.68,2023-05-30,1219,Terra,MODIS,37,6.1NRT,295.47,25.66,D
57.31322,-4.73223,322.2,3.14,1.68,2023-05-30,1219,Terra,MODIS,80,6.1NRT,293.6,90.83,D
57.29397,-4.79877,320.27,1.42,1.18,2023-05-30,1344,Aqua,MODIS,57,6.1NRT,297.69,21.07,D
57.30655,-4.77888,377.8,1.42,1.18,2023-05-30,1344,Aqua,MODIS,100,6.1NRT,300.12,233.22,D
57.31013,-4.7846,326.88,1.42,1.18,2023-05-30,1344,Aqua,MODIS,44,6.1NRT,297.99,30.59,D
51.57881,-3.78017,310.79,1.85,1.33,2023-06-01,1026,Terra,MODIS,0,6.1NRT,299.73,16.16,D
51.57093,-3.76841,304.1,1,1,2023-06-01,2140,Terra,MODIS,58,6.1NRT,287.33,8.01,N
51.56674,-3.76161,302.79,1.13,1.06,2023-06-02,0300,Aqua,MODIS,51,6.1NRT,283.49,9.75,N
57.69954,-4.16216,309.4,1.03,1.01,2023-06-02,1106,Terra,MODIS,0,6.1NRT,293.48,7.85,D
51.5662,-3.77027,326.57,1.03,1.01,2023-06-02,1108,Terra,MODIS,63,6.1NRT,301.87,20.09,D
53.56892,-0.59986,312.32,1.15,1.07,2023-06-02,1108,Terra,MODIS,45,6.1NRT,298,10.67,D
52.73675,-2.71519,309.27,1.05,1.02,2023-06-02,1108,Terra,MODIS,52,6.1NRT,298.58,6.85,D
52.36486,-1.47587,303.73,1.13,1.06,2023-06-02,1108,Terra,MODIS,27,6.1NRT,292.51,4.03,D
51.74028,0.02013,304.31,1.77,1.3,2023-06-02,1232,Aqua,MODIS,53,6.1NRT,292.4,8.36,D
52.29824,-0.70275,301.06,1.83,1.32,2023-06-02,1232,Aqua,MODIS,17,6.1NRT,288.54,5.74,D
53.56348,-0.61598,303.93,4.08,1.87,2023-06-02,1412,Aqua,MODIS,40,6.1NRT,293.56,34.12,D
53.57224,-0.61378,308.08,2.14,1.42,2023-06-02,2042,Terra,MODIS,73,6.1NRT,281.2,36.43,N
51.56581,-3.7672,319.11,1.04,1.02,2023-06-03,1314,Aqua,MODIS,0,6.1NRT,307.43,11.26,D
53.56361,-0.59691,316.15,1.05,1.02,2023-06-03,1314,Aqua,MODIS,45,6.1NRT,298.55,10.65,D
51.56545,-3.77,320.94,1.06,1.03,2023-06-04,1051,Terra,MODIS,47,6.1NRT,303.96,14.6,D
56.02259,-4.26467,311.07,1.09,1.04,2023-06-06,2146,Terra,MODIS,82,6.1NRT,279.23,15.92,N
56.01346,-4.26131,318.18,1.09,1.04,2023-06-06,2146,Terra,MODIS,96,6.1NRT,279.69,22.47,N
51.56972,-3.76812,318.68,1.15,1.07,2023-06-07,1117,Terra,MODIS,35,6.1NRT,301.67,12.77,D
51.6121,0.2987,304.71,1.26,1.11,2023-06-07,1246,Aqua,MODIS,10,6.1NRT,292.28,4.04,D
56.0111,-4.24809,303.29,2.06,1.4,2023-06-07,2049,Terra,MODIS,54,6.1NRT,278.89,26.96,N
51.74866,-3.05029,304.18,3.39,1.74,2023-06-08,1157,Terra,MODIS,58,6.1NRT,290.64,26.31,D
51.75211,-3.05288,303,3.39,1.74,2023-06-08,1157,Terra,MODIS,54,6.1NRT,290.68,23.75,D
51.56628,-3.76442,318.27,1.02,1.01,2023-06-08,1329,Aqua,MODIS,0,6.1NRT,305.51,9.45,D
51.56997,-3.76932,309.37,1.07,1.03,2023-06-08,2129,Terra,MODIS,77,6.1NRT,289.98,11.24,N
53.77516,-2.38472,304.28,1.12,1.06,2023-06-09,0300,Aqua,MODIS,59,6.1NRT,280.73,11.31,N
51.39666,-1.23446,310.05,1.05,1.02,2023-06-09,1100,Terra,MODIS,58,6.1NRT,298.82,6.08,D
53.56659,-0.59616,311.38,1.03,1.02,2023-06-09,1100,Terra,MODIS,49,6.1NRT,286.69,9.96,D
53.09868,0.17657,303.74,1.08,1.04,2023-06-09,1100,Terra,MODIS,43,6.1NRT,291.46,4.49,D
51.71659,-3.58466,301.43,1.72,1.29,2023-06-09,2210,Terra,MODIS,41,6.1NRT,285.35,13.78,N
56.01142,-4.26532,320.82,1,1,2023-06-10,1314,Aqua,MODIS,66,6.1NRT,296.1,14.06,D
53.57147,-0.61487,300.1,1.06,1.03,2023-06-10,2114,Terra,MODIS,16,6.1NRT,285.9,5.62,N
51.56979,-3.76633,311.7,1,1,2023-06-11,0245,Aqua,MODIS,83,6.1NRT,287.09,12.49,N
52.72474,-2.43489,317.34,1.14,1.06,2023-06-11,1045,Terra,MODIS,48,6.1NRT,297.28,10.9,D
51.71681,-3.58015,338.87,1.28,1.12,2023-06-13,1342,Aqua,MODIS,89,6.1NRT,301.25,49.93,D
51.57092,-3.76996,303.71,1,1,2023-06-13,2138,Terra,MODIS,45,6.1NRT,290.74,4.9,N
51.61494,-3.5944,308.86,1,1,2023-06-13,2138,Terra,MODIS,76,6.1NRT,290.49,9.19,N
51.6129,-3.60838,300.77,1,1,2023-06-13,2138,Terra,MODIS,33,6.1NRT,289.9,4.12,N
51.72119,-3.56657,303.92,1,1,2023-06-13,2138,Terra,MODIS,58,6.1NRT,288.96,6.72,N
51.71916,-3.58055,304.99,1,1,2023-06-13,2138,Terra,MODIS,62,6.1NRT,288.1,7.26,N
52.82554,-0.71287,317.02,1.1,1.05,2023-06-13,2138,Terra,MODIS,94,6.1NRT,285.02,20.59,N
52.82368,-0.7288,335.46,1.1,1.05,2023-06-13,2138,Terra,MODIS,100,6.1NRT,285.43,45.08,N
53.56626,-0.59223,303.35,1.13,1.06,2023-06-13,2138,Terra,MODIS,55,6.1NRT,285.9,9.08,N
53.85526,-1.8953,312.19,1.06,1.03,2023-06-13,2140,Terra,MODIS,84,6.1NRT,286.14,14.05,N
52.82095,-0.71139,302.91,1.82,1.32,2023-06-14,0313,Aqua,MODIS,52,6.1NRT,281.01,21.48,N
52.63244,-2.13323,315.03,1.08,1.04,2023-06-14,1106,Terra,MODIS,51,6.1NRT,302.52,8.28,D
51.71974,-3.2511,321.74,1.05,1.02,2023-06-14,1108,Terra,MODIS,75,6.1NRT,303.63,13.72,D
51.71664,-3.57773,313.77,1.03,1.02,2023-06-14,1108,Terra,MODIS,57,6.1NRT,300.94,7.77,D
51.71428,-3.56319,333.89,1.03,1.02,2023-06-14,1108,Terra,MODIS,86,6.1NRT,301.36,30.55,D
51.14906,-2.98994,314.74,1.07,1.03,2023-06-14,1108,Terra,MODIS,40,6.1NRT,303.77,5.21,D
51.71952,-3.25434,326.07,1.79,1.31,2023-06-14,1244,Aqua,MODIS,81,6.1NRT,303.28,41.87,D
51.71355,-3.55792,314.39,1.85,1.33,2023-06-14,1244,Aqua,MODIS,49,6.1NRT,299.51,17.58,D
51.70792,-3.58259,314.26,1.86,1.33,2023-06-14,1244,Aqua,MODIS,59,6.1NRT,298.85,18.95,D
51.7073,-3.55881,315.4,1.85,1.33,2023-06-14,1244,Aqua,MODIS,67,6.1NRT,299.15,20.35,D
53.56689,-0.61612,317.94,1.25,1.11,2023-06-14,1246,Aqua,MODIS,43,6.1NRT,306.71,12.58,D
56.86508,-5.04101,308.84,1.49,1.2,2023-06-14,1246,Aqua,MODIS,46,6.1NRT,296.28,8.01,D
53.57337,-0.61628,314,2.17,1.43,2023-06-15,1009,Terra,MODIS,51,6.1NRT,300.07,21.79,D
52.58529,-1.12425,317.89,2.24,1.45,2023-06-15,1009,Terra,MODIS,60,6.1NRT,300.26,33.22,D
52.58715,-1.13111,316.76,2.24,1.45,2023-06-15,1009,Terra,MODIS,64,6.1NRT,299.8,33.04,D
55.03432,-6.11713,307.42,1.56,1.23,2023-06-15,1147,Terra,MODIS,29,6.1NRT,296.21,8.21,D
56.87674,-5.02803,308.72,1.52,1.22,2023-06-15,1147,Terra,MODIS,55,6.1NRT,297.15,8.64,D
55.03314,-6.12457,315.11,1.56,1.23,2023-06-15,1147,Terra,MODIS,69,6.1NRT,296.03,20.57,D
53.56454,-0.60032,325.88,1.28,1.12,2023-06-15,1327,Aqua,MODIS,72,6.1NRT,302.61,23.56,D
55.17443,-4.19699,325.7,1.06,1.03,2023-06-15,1329,Aqua,MODIS,80,6.1NRT,298.49,19.46,D
55.17241,-4.21329,322.64,1.06,1.03,2023-06-15,1329,Aqua,MODIS,77,6.1NRT,302.1,16.06,D
55.02798,-6.12865,330.19,1,1,2023-06-15,1329,Aqua,MODIS,84,6.1NRT,299.85,25.22,D
53.56989,-0.61088,321.34,1,1,2023-06-15,2123,Terra,MODIS,100,6.1NRT,288.06,20.78,N
54.77935,-3.97451,300.59,1.1,1.05,2023-06-15,2123,Terra,MODIS,30,6.1NRT,285.62,6.76,N
53.57023,-0.59659,303.58,1.26,1.12,2023-06-16,0258,Aqua,MODIS,56,6.1NRT,284.06,12.21,N
55.3512,-4.5008,309.05,2.2,1.44,2023-06-16,1232,Aqua,MODIS,36,6.1NRT,294.51,19.25,D
57.08092,-5.03063,300.4,1.43,1.18,2023-06-16,2203,Terra,MODIS,22,6.1NRT,285.08,11.69,N
51.57281,-3.7672,315.92,1.14,1.07,2023-06-19,1117,Terra,MODIS,25,6.1NRT,300.64,10.4,D
51.56615,-3.76189,313.74,1.37,1.16,2023-06-19,1259,Aqua,MODIS,23,6.1NRT,298.03,13.65,D
53.39394,-1.39011,312.78,1,1,2023-06-20,2129,Terra,MODIS,86,6.1NRT,285.86,13.62,N
51.56578,-3.76934,321.98,1,1,2023-06-21,1100,Terra,MODIS,54,6.1NRT,300.31,13.62,D
53.68363,-2.90594,308.21,1.91,1.35,2023-06-22,1138,Terra,MODIS,49,6.1NRT,293.82,10.38,D
51.57561,-3.7761,318.59,1.01,1,2023-06-22,1327,Aqua,MODIS,39,6.1NRT,303.37,8.98,D
53.57208,-0.60393,308.03,1.07,1.03,2023-06-22,2114,Terra,MODIS,71,6.1NRT,286.91,10,N
53.56952,-0.61935,315.56,1.07,1.03,2023-06-22,2114,Terra,MODIS,91,6.1NRT,286.97,16.14,N
53.57839,-0.62356,303.81,1.07,1.03,2023-06-22,2114,Terra,MODIS,16,6.1NRT,286.97,6.64,N
53.56511,-0.59259,305.73,1.44,1.19,2023-06-24,2057,Terra,MODIS,65,6.1NRT,290.3,12.11,N
51.56627,-3.77029,306.84,1,1,2023-06-25,2138,Terra,MODIS,35,6.1NRT,288.24,8.2,N
51.57498,-3.77365,305.15,1,1,2023-06-25,2138,Terra,MODIS,44,6.1NRT,287.52,7.41,N
51.56459,-3.76519,316.79,1.03,1.01,2023-06-26,1106,Terra,MODIS,0,6.1NRT,290.03,13,D
53.56786,-0.59452,303.95,1.21,1.1,2023-06-29,2104,Terra,MODIS,58,6.1NRT,285.59,10.83,N
55.75633,-2.00193,300.34,1.1,1.04,2023-07-01,1115,Terra,MODIS,25,6.1NRT,289.77,3.17,D
51.56642,-3.76567,305.81,1.01,1.01,2023-07-02,0243,Aqua,MODIS,66,6.1NRT,285.01,9.96,N
53.39952,-1.39116,301.06,1,1,2023-07-02,2129,Terra,MODIS,37,6.1NRT,282.93,6.84,N
53.68848,-2.86235,311.83,1.9,1.35,2023-07-04,1138,Terra,MODIS,51,6.1NRT,291.06,25.04,D
53.56858,-0.59837,304.74,1.58,1.24,2023-07-05,2153,Terra,MODIS,61,6.1NRT,283.43,18.66,N
51.56415,-3.76642,317.62,1,1,2023-07-06,1325,Aqua,MODIS,0,6.1NRT,300.86,11.64,D
53.56985,-0.60993,312.53,1.18,1.08,2023-07-07,0256,Aqua,MODIS,85,6.1NRT,283.76,17.83,N
53.56666,-0.59296,300.69,1.18,1.08,2023-07-07,0256,Aqua,MODIS,32,6.1NRT,283.93,8.21,N
51.569,-3.75333,314.31,1.87,1.34,2023-07-07,1024,Terra,MODIS,0,6.1NRT,298.01,21.33,D
51.7079,-3.1049,312.3,1,1,2023-07-07,2138,Terra,MODIS,85,6.1NRT,287.69,12.29,N
51.70591,-3.11893,317.52,1,1,2023-07-07,2138,Terra,MODIS,95,6.1NRT,288.23,16.58,N
51.71065,-3.10475,313.46,2.91,1.63,2023-07-08,0336,Aqua,MODIS,87,6.1NRT,279.78,67.4,N
51.70861,-3.1105,311.09,2.91,1.63,2023-07-08,0336,Aqua,MODIS,82,6.1NRT,279.83,59.52,N
53.57251,-0.61248,303.81,1.01,1,2023-07-09,0241,Aqua,MODIS,57,6.1NRT,283.54,7.72,N
51.5703,-3.77108,310.4,1.24,1.11,2023-07-09,2118,Terra,MODIS,80,6.1NRT,286.29,17.31,N
53.56348,-0.59042,300.19,1,1,2023-07-09,2121,Terra,MODIS,19,6.1NRT,284.91,5.32,N
53.56129,-0.60509,300.46,1,1,2023-07-09,2121,Terra,MODIS,26,6.1NRT,284.84,5.49,N
53.56999,-0.60881,311.6,1,1,2023-07-09,2121,Terra,MODIS,83,6.1NRT,286.71,12.16,N
53.56837,-0.60252,300.44,1.29,1.13,2023-07-12,2144,Terra,MODIS,27,6.1NRT,284.07,8.76,N
52.712,-2.41954,309.3,1.03,1.01,2023-07-15,1310,Aqua,MODIS,65,6.1NRT,291.36,7.27,D
52.72113,-2.43741,309.52,1.16,1.07,2023-07-17,1043,Terra,MODIS,60,6.1NRT,293.92,8.91,D
54.97211,-2.10992,300.58,1.08,1.04,2023-07-20,1325,Aqua,MODIS,26,6.1NRT,286.04,3.09,D
51.57431,-3.77223,306.8,1.02,1.01,2023-07-24,2142,Terra,MODIS,69,6.1NRT,283.64,10.85,N
52.05695,0.06345,304.07,1.29,1.13,2023-07-24,2142,Terra,MODIS,58,6.1NRT,280.43,13.77,N
51.56549,-3.76918,314.81,1.02,1.01,2023-07-24,2142,Terra,MODIS,77,6.1NRT,284.79,15.34,N
53.56255,-0.63678,300.7,2.75,1.59,2023-07-27,2029,Terra,MODIS,32,6.1NRT,286.17,24.66,N
53.57257,-0.5993,306.4,2.74,1.58,2023-07-27,2029,Terra,MODIS,68,6.1NRT,286.17,39.01,N
50.82478,-1.20688,319.03,1.05,1.02,2023-07-29,1306,Aqua,MODIS,66,6.1NRT,297.79,12.41,D
50.82715,-1.19248,335.52,1.05,1.02,2023-07-29,1306,Aqua,MODIS,89,6.1NRT,298.23,33.21,D
51.59501,-1.71529,322.03,1.05,1.03,2023-07-29,1306,Aqua,MODIS,80,6.1NRT,296.06,16.91,D
51.60758,-1.74173,311.7,1.05,1.03,2023-07-29,1306,Aqua,MODIS,68,6.1NRT,295.73,8.11,D
51.77541,-1.41411,323.13,1.04,1.02,2023-07-29,1306,Aqua,MODIS,80,6.1NRT,295.59,18.56,D
51.71917,-1.92452,308.28,1.06,1.03,2023-07-29,1306,Aqua,MODIS,61,6.1NRT,294.04,5.59,D
52.70007,-2.57248,308.4,1.07,1.03,2023-07-29,1306,Aqua,MODIS,47,6.1NRT,294.23,5.14,D
52.72048,-2.56576,309.71,1.07,1.03,2023-07-29,1306,Aqua,MODIS,37,6.1NRT,295.25,5.91,D
52.73278,-2.71996,311.46,1.07,1.03,2023-07-29,1306,Aqua,MODIS,67,6.1NRT,298.89,7.57,D
51.72501,-1.91521,306.88,1.1,1.04,2023-08-01,1104,Terra,MODIS,56,6.1NRT,289.39,7.56,D
51.56861,-3.7694,300.01,1.07,1.03,2023-08-01,1333,Aqua,MODIS,0,6.1NRT,278.19,5.75,D
51.57623,-3.77539,300.91,1.27,1.12,2023-08-02,2116,Terra,MODIS,9,6.1NRT,284.97,8.42,N
51.56355,-3.76991,302.41,1,1,2023-08-04,0251,Aqua,MODIS,28,6.1NRT,285.13,6.62,N
51.57231,-3.76645,301.42,1,1,2023-08-04,0251,Aqua,MODIS,25,6.1NRT,285.24,6.39,N
51.56463,-3.76792,301.72,1.01,1.01,2023-08-05,2142,Terra,MODIS,44,6.1NRT,285,6.74,N
55.55992,-2.26173,347.58,1.21,1.09,2023-08-07,1251,Aqua,MODIS,94,6.1NRT,295.21,74.61,D
53.69465,-2.72189,302.68,1.17,1.08,2023-08-08,1333,Aqua,MODIS,33,6.1NRT,289.52,3.35,D
51.57005,-3.76734,322.67,1.16,1.07,2023-08-09,0304,Aqua,MODIS,100,6.1NRT,285.02,27.98,N
51.40644,0.83043,325.01,1.6,1.25,2023-08-09,1236,Aqua,MODIS,77,6.1NRT,295.08,35,D
51.40163,0.80839,325.85,1.61,1.25,2023-08-09,1236,Aqua,MODIS,82,6.1NRT,297.62,37.07,D
51.39973,0.82897,311.97,1.07,1.03,2023-08-09,2108,Terra,MODIS,84,6.1NRT,286.54,13.66,N
51.40869,0.82519,317.71,1.07,1.03,2023-08-09,2108,Terra,MODIS,96,6.1NRT,286.89,18.98,N
51.40842,0.83681,313.61,1.35,1.15,2023-08-10,0206,Aqua,MODIS,87,6.1NRT,284.83,22.83,N
51.40107,0.82936,316.77,1.35,1.15,2023-08-10,0206,Aqua,MODIS,94,6.1NRT,284.11,27.15,N
51.40393,0.81698,320.69,1,1,2023-08-10,1038,Terra,MODIS,57,6.1NRT,298.69,12.21,D
51.40192,0.83097,326.06,1,1,2023-08-10,1038,Terra,MODIS,61,6.1NRT,299.83,17.7,D
52.70753,0.04076,313.57,1.08,1.04,2023-08-10,1318,Aqua,MODIS,58,6.1NRT,298.17,5.93,D
51.81438,-4.92682,313.16,1.07,1.03,2023-08-10,1318,Aqua,MODIS,68,6.1NRT,295.27,10.09,D
51.39928,0.81438,318.13,1.09,1.04,2023-08-10,1318,Aqua,MODIS,69,6.1NRT,296.14,11.18,D
51.40112,0.8298,320.16,1.09,1.04,2023-08-10,1318,Aqua,MODIS,77,6.1NRT,296.89,13.29,D
51.40747,0.825,305.33,1.67,1.27,2023-08-10,2148,Terra,MODIS,64,6.1NRT,287.37,17.54,N
51.40918,0.82618,305.97,1.25,1.11,2023-08-11,0249,Aqua,MODIS,66,6.1NRT,286.64,12.42,N
53.40136,-1.40995,312.54,1.45,1.19,2023-08-11,1119,Terra,MODIS,62,6.1NRT,293,14.51,D
55.77028,-3.94391,300.33,1.08,1.04,2023-08-11,1119,Terra,MODIS,12,6.1NRT,288.36,2.45,D
51.75818,0.4497,311.91,1.02,1.01,2023-08-15,1047,Terra,MODIS,56,6.1NRT,297.22,7.13,D
51.57499,-3.76048,302.49,2.35,1.48,2023-08-17,0206,Aqua,MODIS,49,6.1NRT,287.41,23.08,N
50.91738,0.05442,312.73,1.05,1.02,2023-08-19,1301,Aqua,MODIS,70,6.1NRT,294.05,9.55,D
52.77656,-1.02006,307.85,1.06,1.03,2023-08-19,1301,Aqua,MODIS,58,6.1NRT,291.28,5.38,D
53.34362,-0.94665,307.93,1.04,1.02,2023-08-19,1304,Aqua,MODIS,63,6.1NRT,295.28,4.86,D
53.56311,-0.58831,308.27,1.02,1.01,2023-08-20,1053,Terra,MODIS,48,6.1NRT,293.97,5.57,D
51.54326,-1.44482,308.6,1.02,1.01,2023-08-20,1056,Terra,MODIS,39,6.1NRT,294.19,6.65,D
55.37677,-2.37967,310.27,1,1,2023-08-24,1316,Aqua,MODIS,61,6.1NRT,290.99,9.13,D
52.75633,0.91435,314.35,1.01,1,2023-08-26,1301,Aqua,MODIS,25,6.1NRT,291.61,10.89,D
55.97523,-2.44756,301.38,1.29,1.13,2023-08-28,2059,Terra,MODIS,41,6.1NRT,283.86,10.13,N
55.97152,-2.46669,308.62,1.29,1.13,2023-08-28,2059,Terra,MODIS,75,6.1NRT,283.43,16.66,N
54.33097,-2.74722,301.39,1.08,1.04,2023-08-29,1329,Aqua,MODIS,32,6.1NRT,290.43,3.68,D
53.5621,-0.59315,301.32,1.28,1.12,2023-08-30,1110,Terra,MODIS,34,6.1NRT,286.05,6.48,D
53.56619,-0.61289,308,2.29,1.47,2023-09-02,1134,Terra,MODIS,57,6.1NRT,294.31,16.05,D
53.55835,-0.58167,305.77,2.3,1.47,2023-09-02,1134,Terra,MODIS,41,6.1NRT,291.62,10.87,D
51.93363,0.39921,311.57,1.06,1.03,2023-09-02,1259,Aqua,MODIS,67,6.1NRT,291.05,7.3,D
52.74378,0.07361,309.7,1.06,1.03,2023-09-02,1259,Aqua,MODIS,62,6.1NRT,293.75,4.96,D
52.74125,0.0585,323.94,1.06,1.03,2023-09-02,1259,Aqua,MODIS,81,6.1NRT,294.83,18.54,D
52.92171,-0.09333,309.04,1.06,1.03,2023-09-02,1259,Aqua,MODIS,39,6.1NRT,293.63,5.25,D
52.91913,-0.10853,328.13,1.06,1.03,2023-09-02,1259,Aqua,MODIS,84,6.1NRT,293.66,24.66,D
52.97099,-0.35308,330.7,1.07,1.03,2023-09-02,1259,Aqua,MODIS,86,6.1NRT,294.65,26.38,D
52.96834,-0.36846,336.48,1.07,1.03,2023-09-02,1259,Aqua,MODIS,89,6.1NRT,296.34,35.7,D
52.96038,-0.41459,342.66,1.07,1.03,2023-09-02,1259,Aqua,MODIS,92,6.1NRT,297.1,48.11,D
52.97464,-0.38809,312.94,1.07,1.03,2023-09-02,1259,Aqua,MODIS,59,6.1NRT,296.9,7.35,D
53.13927,0.19078,307.77,1.04,1.02,2023-09-02,1259,Aqua,MODIS,56,6.1NRT,294.21,4.52,D
53.13759,-0.15775,316.22,1.06,1.03,2023-09-02,1259,Aqua,MODIS,73,6.1NRT,293.54,12.75,D
53.17023,-0.46006,325.43,1.07,1.03,2023-09-02,1259,Aqua,MODIS,82,6.1NRT,295.07,19.93,D
53.17653,-0.47976,313.56,1.07,1.03,2023-09-02,1259,Aqua,MODIS,69,6.1NRT,293.51,8.21,D
53.24054,-0.43412,323.32,1.07,1.03,2023-09-02,1259,Aqua,MODIS,81,6.1NRT,294.12,17.33,D
53.52732,-0.13646,317.21,1.05,1.02,2023-09-02,1259,Aqua,MODIS,75,6.1NRT,291.71,12.46,D
53.95047,-0.41913,310.23,1.05,1.02,2023-09-02,1259,Aqua,MODIS,50,6.1NRT,294.5,5.59,D
54.60053,-1.59077,311.65,1.09,1.04,2023-09-02,1259,Aqua,MODIS,70,6.1NRT,294.62,8.77,D
55.70626,-2.7127,307.47,1.15,1.07,2023-09-04,1117,Terra,MODIS,62,6.1NRT,295.81,6.88,D
53.1017,-2.46929,312.82,1.32,1.14,2023-09-04,1117,Terra,MODIS,65,6.1NRT,297.89,10.6,D
51.56379,-3.75925,310.23,1.28,1.12,2023-09-04,1119,Terra,MODIS,0,6.1NRT,299.65,7.66,D
53.56944,-0.58593,311,1.5,1.21,2023-09-05,1019,Terra,MODIS,53,6.1NRT,298.67,10.98,D
51.56684,-3.75605,306.97,1.99,1.38,2023-09-05,1021,Terra,MODIS,0,6.1NRT,293.75,13.19,D
53.56425,-0.59574,313.48,1.17,1.08,2023-09-05,1327,Aqua,MODIS,40,6.1NRT,301.52,7.26,D
51.96769,-0.90274,311.19,1.14,1.06,2023-09-06,1102,Terra,MODIS,57,6.1NRT,295.96,7.11,D
53.94912,-0.39766,311.27,1.1,1.05,2023-09-06,1102,Terra,MODIS,63,6.1NRT,295.86,6.1,D
53.73357,-1.01652,310.49,1.07,1.03,2023-09-06,1102,Terra,MODIS,61,6.1NRT,297.2,5.11,D
53.566,-0.59441,311.19,1.1,1.05,2023-09-06,1102,Terra,MODIS,47,6.1NRT,297.03,7.05,D
53.3289,-0.69393,310.94,1.1,1.05,2023-09-06,1102,Terra,MODIS,56,6.1NRT,298.22,5.2,D
53.34296,-0.94247,311.13,1.09,1.04,2023-09-06,1102,Terra,MODIS,60,6.1NRT,294.98,7.2,D
53.28443,-1.36679,313.47,1.07,1.03,2023-09-06,1102,Terra,MODIS,66,6.1NRT,298.28,8.39,D
53.28185,-1.35143,311.14,1.07,1.03,2023-09-06,1102,Terra,MODIS,61,6.1NRT,296.77,6.33,D
53.20867,-1.20334,307.43,1.08,1.04,2023-09-06,1102,Terra,MODIS,38,6.1NRT,295.57,4.55,D
53.20602,-1.18785,307.52,1.08,1.04,2023-09-06,1102,Terra,MODIS,39,6.1NRT,295.15,4.39,D
53.20821,-1.36949,309.01,1.07,1.03,2023-09-06,1102,Terra,MODIS,53,6.1NRT,295.53,5.08,D
53.17927,-1.20045,311.24,1.08,1.04,2023-09-06,1102,Terra,MODIS,61,6.1NRT,295.48,6.89,D
53.11515,-1.32053,309.39,1.07,1.03,2023-09-06,1102,Terra,MODIS,55,6.1NRT,295.62,5.67,D
53.01647,-1.23943,313.97,1.08,1.04,2023-09-06,1102,Terra,MODIS,67,6.1NRT,296.75,9.05,D
52.13379,-0.82991,310.62,1.14,1.06,2023-09-06,1102,Terra,MODIS,50,6.1NRT,297.81,5.84,D
52.13095,-0.81399,310.9,1.14,1.06,2023-09-06,1102,Terra,MODIS,35,6.1NRT,297.87,5.7,D
52.06042,-1.92795,312.42,1.07,1.03,2023-09-06,1102,Terra,MODIS,57,6.1NRT,297.2,6.2,D
52.0579,-1.91297,310.84,1.07,1.03,2023-09-06,1102,Terra,MODIS,43,6.1NRT,297.2,4.92,D
52.06869,-2.14812,312.83,1.06,1.03,2023-09-06,1102,Terra,MODIS,66,6.1NRT,296.23,7.03,D
51.18987,-1.36385,314.19,1.14,1.06,2023-09-06,1102,Terra,MODIS,64,6.1NRT,298.69,7.93,D
51.57901,-3.76786,312.3,1.01,1,2023-09-06,1102,Terra,MODIS,42,6.1NRT,295.27,7.96,D
50.84883,-2.16546,311.96,1.09,1.04,2023-09-06,1102,Terra,MODIS,55,6.1NRT,297.86,5.68,D
50.88829,-1.82038,312.28,1.04,1.02,2023-09-07,1312,Aqua,MODIS,56,6.1NRT,299.86,6.68,D
51.50021,-1.80564,315.55,1.03,1.01,2023-09-07,1312,Aqua,MODIS,53,6.1NRT,303.7,6.13,D
57.57442,-1.83893,307.43,1.01,1.01,2023-09-07,1314,Aqua,MODIS,46,6.1NRT,293.1,5.86,D
53.39547,-1.37964,309.39,1.04,1.02,2023-09-07,2114,Terra,MODIS,77,6.1NRT,286.91,11.12,N
53.39305,-1.3947,306.09,1.04,1.02,2023-09-07,2114,Terra,MODIS,67,6.1NRT,286.16,8.8,N
53.40268,-1.38924,311.81,1.04,1.02,2023-09-07,2114,Terra,MODIS,83,6.1NRT,285.84,13.21,N
53.56506,-0.59924,317.63,1.01,1.01,2023-09-07,2114,Terra,MODIS,95,6.1NRT,289.09,17.48,N
51.32622,1.13832,317.37,1.07,1.03,2023-09-09,1257,Aqua,MODIS,60,6.1NRT,299.81,8.65,D
51.32371,1.12351,335.83,1.07,1.03,2023-09-09,1257,Aqua,MODIS,87,6.1NRT,300.18,32.88,D
51.52037,0.31033,323.06,1.11,1.05,2023-09-09,1257,Aqua,MODIS,74,6.1NRT,302.96,11.32,D
51.61699,0.69506,316.33,1.09,1.04,2023-09-09,1257,Aqua,MODIS,54,6.1NRT,301.72,6.76,D
51.95223,0.56805,323.19,1.08,1.04,2023-09-09,1257,Aqua,MODIS,73,6.1NRT,300.91,13.86,D
52.13012,0.50727,320.82,1.08,1.04,2023-09-09,1257,Aqua,MODIS,69,6.1NRT,300.1,9.3,D
